Iteration;Decisions;Reward Total;Time;ShortestPickupTime;LongestPickupTime;AveragePickupTime;ShortestDropoffTime;LongestDropoffTime;AverageDropoffTime;TotalPickups;TotalDropoffs;Reward Drop off;Reward Pick up;Reward Same Location;Reward Leftover
798;24;-914.5839;0;339.3334;339.3334;26.10257;384.6669;384.6669;48.08336;13;8;240;260;-700;-714.5839
799;21;-499.6677;0;422.9999;422.9999;28.19999;384.3331;384.3331;42.70367;15;9;270;300;-600;-469.6677
800;16;-123.7585;0;115;115;11.5;256.6667;256.6667;51.33333;10;5;150;200;0;-473.7585
801;23;-131.5108;0;439.3332;439.3332;19.96969;501.833;501.833;38.60254;22;13;390;440;-300;-661.5108
802;17;-92.44043;0;433.9999;433.9999;31;233.8333;233.8333;29.22917;14;8;240;280;-200;-412.4405
803;35;327.4905;0;1106;1106;30.72222;1335.5;1335.5;44.51666;36;30;900;720;-600;-692.5093
804;16;-979.0488;0;176.6666;176.6666;22.08333;201.3332;201.3332;50.3333;8;4;120;160;-400;-859.0488
805;12;-950.0921;0;247.3334;247.3334;30.91668;126;126;31.5;8;4;120;160;-200;-1030.092
806;27;-32.36229;0;575.6666;575.6666;26.16666;771.4997;771.4997;45.38234;22;17;510;440;-400;-582.3623
807;19;-394.63;0;449.3333;449.3333;28.08333;428.3332;428.3332;42.83332;16;10;300;320;-600;-414.6299
808;25;-932.8655;0;323.6665;323.6665;23.11903;443.4996;443.4996;44.34996;14;10;300;280;-700;-812.8655
809;16;-234.4866;0;308.3332;308.3332;20.55554;508.4995;508.4995;46.22723;15;11;330;300;-200;-664.4866
810;22;-148.6402;0;551.6667;551.6667;26.26985;824.9997;824.9997;51.56248;21;16;480;420;-400;-648.6402
811;19;-1306.714;0;129.6667;129.6667;18.52381;21.66667;21.66667;21.66667;7;1;30;140;-700;-776.7133
812;39;-424.4579;0;938.9999;938.9999;30.29032;1138.333;1138.333;47.43054;31;24;720;620;-700;-1064.458
813;20;-609.345;0;250.3333;250.3333;25.03333;373.4999;373.4999;46.68749;10;8;240;200;-500;-549.345
814;18;-1111.224;0;64.66666;64.66666;8.083333;143;143;35.74999;8;4;120;160;-500;-891.2238
815;13;-837.9483;0;261.6666;261.6666;37.38094;97.33342;97.33342;32.44447;7;3;90;140;-100;-967.9483
816;16;-713.5928;0;114;114;12.66667;86.99992;86.99992;28.99998;9;3;90;180;-200;-783.5928
817;24;-672.7885;0;444.9999;444.9999;26.17646;514.9999;514.9999;42.91666;17;12;360;340;-900;-472.7886
818;11;-688.2314;0;181.6665;181.6665;22.70832;157.3332;157.3332;52.4444;8;3;90;160;-100;-838.2314
819;21;-296.0895;0;620.9998;620.9998;32.6842;548.8329;548.8329;42.21792;19;13;390;380;-600;-466.0895
820;24;-820.5728;0;244.6667;244.6667;17.47619;303.8331;303.8331;50.63885;14;6;180;280;-600;-680.5727
821;20;-667.5999;0;197.3333;197.3333;19.73333;352.3331;352.3331;44.04164;10;8;240;200;-400;-707.5999
822;8;-729.2141;0;119;119;29.75;84.50006;84.50006;28.16669;4;3;90;80;-100;-799.2141
823;13;-788.37;0;257.9999;257.9999;28.66666;117.3332;117.3332;39.11108;9;3;90;180;-300;-758.37
824;19;55.57935;0;585.3333;585.3333;25.44927;626.6664;626.6664;41.77776;23;15;450;460;-200;-654.4207
825;25;-160.7304;0;505.9997;505.9997;26.63157;821.8328;821.8328;48.34311;19;17;510;380;-500;-550.7305
826;21;-642.8146;0;302.3332;302.3332;18.89583;578.6661;578.6661;52.60601;16;11;330;320;-500;-792.8146
827;17;51.53333;0;451.9999;451.9999;34.76922;404.6665;404.6665;44.96294;13;9;270;260;-200;-278.4667
828;12;-1083.278;0;205.9998;205.9998;34.33331;116.3332;116.3332;38.77774;6;3;90;120;-400;-893.2778
829;17;-993.3843;0;121.6666;121.6666;15.20833;153.5;153.5;30.69999;8;5;150;160;-400;-903.3843
830;18;-107.0973;0;370.6666;370.6666;23.16666;316.1667;316.1667;31.61667;16;10;300;320;-400;-327.0974
831;16;-49.47309;0;126.3333;126.3333;11.48485;137.8333;137.8333;22.97221;11;6;180;220;0;-449.4731
832;25;-441.9336;0;781.3331;781.3331;31.25332;1084.833;1084.833;63.81373;25;17;510;500;-500;-951.9336
833;28;-1091.062;0;542.333;542.333;33.89581;731.1661;731.1661;56.24355;16;13;390;320;-700;-1101.062
834;17;-867.7811;0;151.6666;151.6666;15.16666;364.1666;364.1666;36.41666;10;10;300;200;-200;-1167.781
835;19;-444.6396;0;464.6668;464.6668;33.19049;378.6669;378.6669;37.86669;14;10;300;280;-300;-724.6395
836;16;-315.2087;0;349.6666;349.6666;26.89743;234.9998;234.9998;46.99996;13;5;150;260;-300;-425.2087
837;15;-1263.171;0;265.3332;265.3332;29.48147;110.6666;110.6666;36.88885;9;3;90;180;-400;-1133.171
838;13;-434.2058;0;252.9999;252.9999;31.62498;150.9999;150.9999;37.74997;8;4;120;160;-200;-514.2059
839;26;24.7431;0;804.3333;804.3333;38.30158;804.9995;804.9995;50.31247;21;16;480;420;-300;-575.2569
840;13;-1016.97;0;95.66666;95.66666;23.91666;20.16667;20.16667;20.16667;4;1;30;80;-200;-926.9696
841;15;-1291.147;0;63.33332;63.33332;15.83333;42.66668;42.66668;21.33334;4;2;60;80;-400;-1031.147
842;20;-353.9673;0;547.333;547.333;32.19606;528.3332;528.3332;40.64101;17;13;390;340;-400;-683.9674
843;12;-578.034;0;98;98;14;131.3334;131.3334;26.26668;7;5;150;140;0;-868.0339
844;29;-44.4709;0;927.3328;927.3328;34.34566;945.6658;945.6658;49.77188;27;19;570;540;-500;-654.4708
845;9;-828.9951;0;111.0001;111.0001;22.20001;21;21;21;5;1;30;100;0;-958.9951
846;15;-93.03558;0;485.9999;485.9999;30.37499;444.8331;444.8331;40.43937;16;11;330;320;-200;-543.0356
847;30;226.8108;0;691.9998;691.9998;28.83333;866.1666;866.1666;41.24603;24;21;630;480;-500;-383.1892
848;20;-1332.286;0;274.3333;274.3333;27.43333;239.6666;239.6666;59.91666;10;4;120;200;-800;-852.2856
849;21;-207.6942;0;244.3333;244.3333;16.28888;580.6664;580.6664;41.47617;15;14;420;300;-400;-527.6943
850;14;-663.403;0;207.9999;207.9999;23.1111;120;120;30;9;4;120;180;-300;-663.403
851;19;-221.8483;0;424.3333;424.3333;28.28889;335.9999;335.9999;37.33332;15;9;270;300;-500;-291.8483
852;22;-474.2977;0;806.333;806.333;42.43858;722.8336;722.8336;55.60258;19;13;390;380;-700;-544.2977
853;14;-832.3792;0;111;111;18.50001;116.6667;116.6667;38.8889;6;3;90;120;-300;-742.3793
854;20;42.20448;0;416.9998;416.9998;21.94736;510.9998;510.9998;39.30767;19;13;390;380;-200;-527.7955
855;23;-412.7577;0;729.9999;729.9999;33.18181;633.4998;633.4998;48.73075;22;13;390;440;-600;-642.7576
856;11;-1082.049;0;131.3333;131.3333;18.7619;60.1667;60.1667;30.08335;7;2;60;140;-300;-982.0488
857;13;-623.5864;0;135;135;15;89.6667;89.6667;29.8889;9;3;90;180;-100;-793.5864
858;25;-521.4653;0;385.9999;385.9999;22.70588;516.4999;516.4999;39.73076;17;13;390;340;-300;-951.4653
859;14;-1389.881;0;90.66657;90.66657;18.13331;0;0;NaN;5;0;0;100;-300;-1189.881
860;18;-631.3151;0;175.6667;175.6667;19.51853;153;153;25.50001;9;6;180;180;-400;-591.3151
861;16;-765.8715;0;440.333;440.333;33.87177;197.5001;197.5001;28.2143;13;7;210;260;-200;-1035.871
862;8;-304.1075;0;54.66665;54.66665;9.111108;126.6666;126.6666;31.66665;6;4;120;120;0;-544.1074
863;20;-507.3284;0;311.9999;311.9999;23.99999;258.4999;258.4999;32.31248;13;8;240;260;-500;-507.3284
864;22;-453.2207;0;422.6667;422.6667;22.24562;772.3333;772.3333;51.48889;19;15;450;380;-500;-783.2207
865;15;-1084.423;0;81.33337;81.33337;13.55556;112.3333;112.3333;28.08332;6;4;120;120;-500;-824.4235
866;22;-550.7083;0;453.9998;453.9998;32.42856;398.8332;398.8332;39.88332;14;10;300;280;-500;-630.7083
867;20;49.3689;0;403.9999;403.9999;22.44444;579.9999;579.9999;36.24999;18;16;480;360;-200;-590.6311
868;21;-694.5213;0;391.6667;391.6667;23.03922;299.3331;299.3331;29.93331;17;10;300;340;-300;-1034.521
869;15;-852.1964;0;149.6667;149.6667;21.38095;205.6665;205.6665;41.13331;7;5;150;140;-500;-642.1963
870;19;-516.118;0;422;422;32.46154;419.9998;419.9998;41.99998;13;10;300;260;-700;-376.1181
871;40;-671.6222;0;1056.334;1056.334;35.21112;1264.166;1264.166;50.56665;30;25;750;600;-1100;-921.6222
872;25;343.4622;0;686.0002;686.0002;26.38462;935.6665;935.6665;46.78333;26;20;600;520;-300;-476.5378
873;20;-922.1127;0;224.3333;224.3333;24.92592;196.8333;196.8333;49.20833;9;4;120;180;-500;-722.1127
874;15;-813.7009;0;161.6666;161.6666;20.20832;174.4999;174.4999;34.89997;8;5;150;160;-500;-623.7009
875;24;-603.0513;0;536.6664;536.6664;35.77776;613.4996;613.4996;51.12497;15;12;360;300;-600;-663.0513
876;21;-830.8696;0;376;376;25.06667;357.6666;357.6666;39.74073;15;9;270;300;-500;-900.8696
877;17;-591.1608;0;252.6666;252.6666;28.07406;164.6667;164.6667;41.16669;9;4;120;180;-400;-491.1608
878;19;-1047.547;0;348.6664;348.6664;26.82049;283.6664;283.6664;56.73327;13;5;150;260;-600;-857.5471
879;14;-374.0614;0;168.6667;168.6667;18.74074;205.4999;205.4999;29.35713;9;7;210;180;-400;-364.0614
880;17;-377.3863;0;290.3333;290.3333;24.19444;221.8333;221.8333;31.69047;12;7;210;240;-200;-627.3863
881;12;-688.5104;0;217.3334;217.3334;24.14816;92.00009;92.00009;30.6667;9;3;90;180;-100;-858.5104
882;14;-955.2432;0;136.3333;136.3333;17.04166;45.83333;45.83333;15.27778;8;3;90;160;-300;-905.2432
883;22;-343.9615;0;545.3333;545.3333;32.07843;529.6668;529.6668;48.15153;17;11;330;340;-400;-613.9614
884;18;-740.616;0;212.3333;212.3333;19.30302;271.8332;271.8332;45.30553;11;6;180;220;-500;-640.616
885;11;-446.2599;0;175.6667;175.6667;17.56667;294.1667;294.1667;36.77083;10;8;240;200;-200;-686.2599
886;22;-310.7588;0;539;539;28.36842;699.3328;699.3328;43.7083;19;16;480;380;-700;-470.7588
887;22;-387.1535;0;494.9999;494.9999;30.93749;580.4999;580.4999;44.65384;16;13;390;320;-700;-397.1535
888;19;-37.02436;0;594.6664;594.6664;37.16665;489.6661;489.6661;40.80551;16;12;360;320;-400;-317.0244
889;21;-708.1616;0;496.3331;496.3331;45.12119;516.3334;516.3334;57.37038;11;9;270;220;-400;-798.1616
890;18;-326.3262;0;465.3332;465.3332;29.08333;235.4999;235.4999;33.64284;16;7;210;320;-400;-456.3262
891;31;-73.70844;0;763.6662;763.6662;29.37178;782.1667;782.1667;46.0098;26;17;510;520;-600;-503.7084
892;17;134.3126;0;343.6667;343.6667;21.47917;365.4999;365.4999;30.45833;16;12;360;320;-100;-445.6874
893;13;-315.5479;0;102.6666;102.6666;11.4074;169.1666;169.1666;28.19443;9;6;180;180;-200;-475.5479
894;12;-828.9286;0;80.00001;80.00001;10;94.83331;94.83331;31.6111;8;3;90;160;-100;-978.9286
895;20;-419.1613;0;327.9999;327.9999;29.81818;343;343;38.11111;11;9;270;220;-500;-409.1613
896;21;19.9633;0;642.0001;642.0001;23.77778;661.6671;661.6671;47.26194;27;14;420;540;-500;-440.0367
897;27;-462.6828;0;809.9996;809.9996;38.57141;757.4995;757.4995;50.49996;21;15;450;420;-700;-632.6829
898;17;-518.4203;0;201.3334;201.3334;18.30303;144.6667;144.6667;28.93334;11;5;150;220;-600;-288.4203
899;21;-1172.653;0;434.6663;434.6663;36.22219;483.8334;483.8334;60.47917;12;8;240;240;-400;-1252.653
900;14;-262.2384;0;266.6667;266.6667;20.51282;300.1666;300.1666;37.52082;13;8;240;260;-300;-462.2384
901;24;152.4996;0;805.6663;805.6663;33.56943;785.1658;785.1658;43.62032;24;18;540;480;-200;-667.5004
902;10;-486.1841;0;102.6667;102.6667;14.66667;107.6666;107.6666;21.53333;7;5;150;140;0;-776.184
903;9;-849.2186;0;109.3333;109.3333;13.66667;110.5;110.5;36.83333;8;3;90;160;0;-1099.219
904;19;-1603.383;0;697.3331;697.3331;41.01959;544.5002;544.5002;54.45002;17;10;300;340;-200;-2043.383
905;16;-518.353;0;131;131;14.55556;216.3334;216.3334;36.05556;9;6;180;180;-400;-478.353
906;20;-1315.214;0;184.6666;184.6666;20.51851;291.3332;291.3332;41.61902;9;7;210;180;-700;-1005.215
907;11;-341.6128;0;139;139;15.44444;60.00001;60.00001;30;9;2;60;180;0;-581.6128
908;20;-299.7531;0;171;171;12.21429;220.1667;220.1667;22.01667;14;10;300;280;-200;-679.7531
909;13;-495.1881;0;136.6667;136.6667;19.52381;181.3333;181.3333;45.33331;7;4;120;140;-300;-455.1881
910;16;-524.6807;0;235.0001;235.0001;18.07693;325.9997;325.9997;46.57138;13;7;210;260;-500;-494.6807
911;14;-191.7462;0;279.3332;279.3332;23.27777;149.9999;149.9999;29.99998;12;5;150;240;-100;-481.7462
912;20;-238.5284;0;466;466;25.88889;740.1665;740.1665;46.26041;18;16;480;360;-100;-978.5284
913;20;-590.2481;0;295;295;32.77778;186.4999;186.4999;31.08332;9;6;180;180;-400;-550.2481
914;11;62.14622;0;275.6665;275.6665;21.20511;208.8332;208.8332;26.10415;13;8;240;260;0;-437.8538
915;14;-1424.05;0;277.3331;277.3331;39.61901;67.83333;67.83333;33.91666;7;2;60;140;-200;-1424.05
916;32;-718.0023;0;819.9996;819.9996;34.16665;769.8333;769.8333;45.28431;24;17;510;480;-1000;-708.0023
917;21;-405.1582;0;551.9997;551.9997;29.05262;556.8331;556.8331;37.1222;19;15;450;380;-200;-1035.158
918;14;-862.8973;0;154.3334;154.3334;25.72223;90.83337;90.83337;30.27779;6;3;90;120;-200;-872.8973
919;18;-486.5224;0;426.9999;426.9999;26.6875;314;314;34.88889;16;9;270;320;-600;-476.5224
920;19;-478.3169;0;268.3334;268.3334;17.88889;342.1667;342.1667;38.01852;15;9;270;300;-400;-648.3169
921;16;-698.3604;0;213.6667;213.6667;19.42424;287.3334;287.3334;47.8889;11;6;180;220;-400;-698.3604
922;18;-1203.07;0;268.9998;268.9998;33.62498;166.4999;166.4999;33.29998;8;5;150;160;-400;-1113.07
923;14;-910.886;0;120.6667;120.6667;24.13333;114.6666;114.6666;57.33331;5;2;60;100;-400;-670.886
924;16;-1019.99;0;265.9999;265.9999;29.55555;406.4996;406.4996;50.81245;9;8;240;180;-200;-1239.99
925;10;-683.6168;0;134.3333;134.3333;22.38889;134.6666;134.6666;33.66665;6;4;120;120;0;-923.6168
926;12;-380.9577;0;307.6667;307.6667;34.18519;232.3335;232.3335;58.08337;9;4;120;180;-100;-580.9578
927;18;-1026.673;0;271.9998;271.9998;33.99998;146.1666;146.1666;36.54166;8;4;120;160;-400;-906.6726
928;21;331.2883;0;842.6665;842.6665;36.63767;943.833;943.833;47.19165;23;20;600;460;-100;-628.7117
929;34;-1175.251;0;541.333;541.333;28.49121;610.6662;610.6662;38.16664;19;16;480;380;-900;-1135.251
930;18;-1661.709;0;371.6664;371.6664;33.78785;13;13;13;11;1;30;220;-400;-1511.709
931;37;36.99794;0;1140.999;1140.999;36.80643;1162.999;1162.999;44.73073;31;26;780;620;-900;-463.002
932;14;-610.9028;0;152.6666;152.6666;16.96296;69.99996;69.99996;34.99998;9;2;60;180;-200;-650.9028
933;12;-238.1511;0;233.9999;233.9999;23.39999;395.1663;395.1663;56.45233;10;7;210;200;-200;-448.151
934;18;-1020.347;0;262.6666;262.6666;23.87878;216.9999;216.9999;30.99999;11;7;210;220;-500;-950.3469
935;52;-385.9045;0;1079.333;1079.333;29.17116;1523.333;1523.333;46.16159;37;33;990;740;-1100;-1015.904
936;13;-519.1531;0;106;106;15.14286;77.33336;77.33336;25.77779;7;3;90;140;-200;-549.1532
937;28;-782.3591;0;534.3332;534.3332;24.28787;767.4998;767.4998;47.96874;22;16;480;440;-600;-1102.359
938;13;-724.7026;0;192.9999;192.9999;27.57141;119.1666;119.1666;39.72221;7;3;90;140;-100;-854.7026
939;13;-1125.828;0;82.6666;82.6666;20.66665;0;0;NaN;4;0;0;80;-300;-905.8278
940;19;-586.551;0;604.0002;604.0002;43.14287;247.1666;247.1666;35.30952;14;7;210;280;-200;-876.551
941;21;-378.5;0;443.6665;443.6665;26.09803;608.9998;608.9998;55.36362;17;11;330;340;-700;-348.4999
942;18;-932.2881;0;463.9996;463.9996;38.66664;182.4998;182.4998;36.49996;12;5;150;240;-400;-922.2881
943;23;-1419.954;0;195.9999;195.9999;17.81817;364.6664;364.6664;33.15149;11;11;330;220;-300;-1669.954
944;23;-1852.784;0;199.3333;199.3333;24.91666;256.4998;256.4998;42.74997;8;6;180;160;-800;-1392.784
945;20;-581.7267;0;279.6664;279.6664;27.96664;325.8332;325.8332;36.20369;10;9;270;200;-400;-651.7267
946;17;-38.70315;0;296.3333;296.3333;19.75555;334.6667;334.6667;33.46667;15;10;300;300;-100;-538.7031
947;19;-1190.603;0;96.66667;96.66667;16.11111;79.83325;79.83325;26.61108;6;3;90;120;-700;-700.6026
948;17;-414.1087;0;484.3331;484.3331;30.27082;444.1663;444.1663;44.41663;16;10;300;320;-600;-434.1087
949;18;-235.0252;0;288.6666;288.6666;24.05555;359.1666;359.1666;35.91666;12;10;300;240;-200;-575.0252
950;18;-377.5816;0;644.6667;644.6667;35.81482;512.8333;512.8333;42.73611;18;12;360;360;-300;-797.5816
951;16;-254.4693;0;372.6667;372.6667;23.29167;287.9999;287.9999;47.99998;16;6;180;320;-200;-554.4693
952;14;-607.5585;0;330.6665;330.6665;25.43588;187.3334;187.3334;31.22223;13;6;180;260;-400;-647.5585
953;12;-895.0533;0;260.6665;260.6665;37.23807;118.1665;118.1665;39.38884;7;3;90;140;-400;-725.0533
954;25;-265.4014;0;620.6663;620.6663;28.2121;742.1659;742.1659;46.38537;22;16;480;440;-500;-685.4015
955;10;-1033.679;0;24;24;7.999999;16.99999;16.99999;16.99999;3;1;30;60;-200;-923.679
956;17;-334.909;0;429.6664;429.6664;28.64443;415.4998;415.4998;46.16664;15;9;270;300;-400;-504.909
957;29;-382.1047;0;792;792;31.68;979.5002;979.5002;48.97501;25;20;600;500;-700;-782.1047
958;14;-78.34142;0;478.3333;478.3333;26.57407;444.0001;444.0001;37.00001;18;12;360;360;-200;-598.3414
959;18;-1134.401;0;192.6667;192.6667;19.26667;109;109;27.25;10;4;120;200;-500;-954.4009
960;21;-433.9822;0;547.6667;547.6667;32.21569;443.6666;443.6666;40.33332;17;11;330;340;-500;-603.9822
961;19;-691.0717;0;444.9998;444.9998;40.45452;350;350;58.33333;11;6;180;220;-400;-691.0717
962;31;283.0471;0;835.6664;835.6664;27.85555;976.9998;976.9998;44.40908;30;22;660;600;-500;-476.9528
963;24;-520.3617;0;632.333;632.333;35.12961;731.6659;731.6659;52.26185;18;14;420;360;-300;-1000.362
964;24;-746.8872;0;514.333;514.333;23.37877;727.4995;727.4995;48.49997;22;15;450;440;-600;-1036.887
965;16;-1026.407;0;154.6666;154.6666;19.33332;141.9999;141.9999;47.3333;8;3;90;160;-400;-876.407
966;16;-764.6088;0;208.6666;208.6666;18.96969;133.1667;133.1667;33.29166;11;4;120;220;-600;-504.6087
967;21;-660.3376;0;338.9999;338.9999;26.07692;217.1665;217.1665;31.02379;13;7;210;260;-500;-630.3376
968;15;-776.8388;0;122.6666;122.6666;15.33332;410.6662;410.6662;58.6666;8;7;210;160;-500;-646.8387
969;16;-936.3253;0;249.9998;249.9998;27.77776;322.1664;322.1664;53.69439;9;6;180;180;-300;-996.3253
970;12;-538.1903;0;91.66669;91.66669;10.18519;80.33331;80.33331;40.16666;9;2;60;180;-200;-578.1903
971;15;-1020.901;0;145.6666;145.6666;16.18518;133.9999;133.9999;33.49997;9;4;120;180;-400;-920.9008
972;13;-481.2531;0;212;212;19.27272;161.8332;161.8332;40.45831;11;4;120;220;-400;-421.2531
973;34;-498.4547;0;894.9996;894.9996;29.83332;976.3325;976.3325;40.68052;30;24;720;600;-800;-1018.455
974;15;64.06055;0;457.6667;457.6667;32.69048;444.833;444.833;44.4833;14;10;300;280;-200;-315.9395
975;11;-274.6138;0;341.3332;341.3332;26.2564;372.1665;372.1665;41.35183;13;9;270;260;-100;-704.6138
976;17;-16.71635;0;381.6666;381.6666;29.35897;405.1664;405.1664;45.01849;13;9;270;260;-100;-446.7163
977;23;76.35681;0;591.9997;591.9997;23.67999;822.4993;822.4993;41.12496;25;20;600;500;-200;-823.6432
978;12;-513.4995;0;155.3334;155.3334;19.41668;140.5;140.5;28.10001;8;5;150;160;-300;-523.4995
979;47;336.5039;0;1426;1426;33.95238;1741.166;1741.166;49.74761;42;35;1050;840;-1100;-453.4961
980;29;-775.1288;0;574;574;23.91667;558.9998;558.9998;34.93748;24;16;480;480;-900;-835.1288
981;15;-1261.719;0;268.9998;268.9998;33.62498;232.9997;232.9997;46.59995;8;5;150;160;-200;-1371.719
982;12;-688.8467;0;102;102;14.57143;112.3334;112.3334;28.08335;7;4;120;140;-400;-548.8467
983;21;-633.4889;0;617.3332;617.3332;34.29629;508.6667;508.6667;50.86668;18;10;300;360;-400;-893.4888
984;24;-793.4034;0;627.6667;627.6667;44.83334;325.3334;325.3334;40.66668;14;8;240;280;-600;-713.4034
985;24;-379.2232;0;508.3335;508.3335;31.77084;465.6664;465.6664;38.80554;16;12;360;320;-300;-759.2231
986;12;-416.7843;0;57.33335;57.33335;9.555558;76.33335;76.33335;19.08334;6;4;120;120;-100;-556.7843
987;16;-710.3674;0;98.66667;98.66667;14.09524;120.8333;120.8333;30.20833;7;4;120;140;-300;-670.3674
988;23;-981.0095;0;493.6667;493.6667;29.03922;713.9995;713.9995;50.99996;17;14;420;340;-600;-1141.009
989;21;-518.1927;0;291.3333;291.3333;22.41025;383.3331;383.3331;38.33331;13;10;300;260;-400;-678.1927
990;20;-667.6909;0;377.3334;377.3334;26.95238;479.8333;479.8333;43.62121;14;11;330;280;-600;-677.6909
991;21;-1057.817;0;396.6667;396.6667;28.33333;396.4997;396.4997;39.64997;14;10;300;280;-600;-1037.817
992;15;-424.9705;0;222;222;18.5;336.1666;336.1666;48.0238;12;7;210;240;0;-874.9704
993;22;-114.4957;0;303;303;21.64285;357.5001;357.5001;35.75001;14;10;300;280;0;-694.4957
994;24;-230.3506;0;611.6664;611.6664;27.80302;594.9996;594.9996;45.7692;22;13;390;440;-300;-760.3505
995;23;-1319.074;0;375.6666;375.6666;31.30555;479.1667;479.1667;59.89583;12;8;240;240;-700;-1099.074
996;24;-413.7155;0;491.6664;491.6664;32.77776;457.6664;457.6664;45.76664;15;10;300;300;-600;-413.7155
997;11;-880.0522;0;228.3334;228.3334;20.75758;50.99998;50.99998;16.99999;11;3;90;220;-100;-1090.052
998;25;-804.8234;0;373.9999;373.9999;17;395;395;30.38461;22;13;390;440;-800;-834.8234
999;19;-678.8914;0;290.6668;290.6668;22.35898;243.3333;243.3333;30.41666;13;8;240;260;-700;-478.8913
